Table,Column,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,sensitivity
Customer,ID_Client,-0.1663843866179485,0.568399735016398,0.2212221059616249,-0.3507209777241886,0.0613082415691696,0.2673807417107101,-0.0105620845967885,-0.0251283906861254,-0.1447770557191112,0.0926303713407256,0.3546975594345886,-0.3926741373125869,-0.0275399115600503,0.2551309531277949,0.3116426432302387,-0.1186158435031919,0.1869496970188499,-0.0928914364390444,-0.5109208921099654,0.4650502893889304,0.1133569830124921,0.0175183233995184,0.2799379646704338,0.5015658557710081,0.2919706366587393,0.3238219455032065,-0.0675050913872621,-0.3211505745011981,0.0774249287672562,-0.1824374940283227,-0.0394650528963544,0.4001695430367299,-0.3718705926791276,-0.1826093261047165,-0.2382228241698576,0.1556392630728164,0.3723415958851871,0.1174768836486457,0.059798216982053,-0.0176871899367854,0.2746010739540699,-0.6380771129290657,-0.3097207317552944,-0.2378193335515437,-0.0905567805587065,-0.2591905219867678,-0.1845588431795044,-0.3774541170142664,0.0778634621217699,-0.0655629914807211,0.1676052450986191,-0.0745884183757376,0.0096104724452563,0.6259541965947293,-0.2290057224949988,-1.271644035778423,0.0362303426839632,-0.2064965561327367,0.4131998695654444,0.2181117834873718,-0.327603405359948,0.2596533329475044,0.0312951805604861,-0.053118142290133,0.3797385171793475,-0.2250978445062542,0.1566295066092274,0.0022199111160739,0.2873284972761527,0.1412176424914067,-0.3878967222195155,0.0225987603777263,-0.0408350818301781,-0.237829921416717,0.322103255529805,-0.2563476653972474,-0.0389976553286951,0.0374506106876795,-0.4420513217106904,-0.2236486673355102,-0.0938884406027817,-0.2557063375664229,-0.1266024438756527,0.1676264367259965,-0.4942462345456133,0.1407069212821598,0.0318613045360192,-0.2510176337886565,0.1335905546894168,-0.1940810314130665,-0.0523079665617482,-0.2754554599523544,0.1899303257612898,0.2040064046436017,-0.5673934147499575,0.2100866394587746,-0.0625170261995627,-0.3899729530705084,0.2799943969538896,-0.3711678256963075,Confidentiel
Customer,Nom,-0.165564759097663,0.5655997363217359,0.2201323418928484,-0.3489932881787492,0.061006230526957,0.2660635951998198,-0.0105100546234053,-0.0250046055103317,-0.1440638682525146,0.0921740640927418,0.3529502808166842,-0.3907397819563673,-0.0274042469710845,0.2538741504030274,0.310107457795607,-0.1180315290031761,0.1860287625507768,-0.0924338431560934,-0.5084040404246946,0.4627594012638618,0.1127985742291793,0.0174320262399148,0.2785589599183627,0.4990950880085893,0.2905323576604204,0.3222267635056537,-0.0671725539912657,-0.3195685519667094,0.0770435251772697,-0.1815387871611881,-0.0392706437687862,0.3981982644996032,-0.3700387178383437,-0.1817097727741514,-0.237049312720745,0.1548725671956104,0.3705074008315654,0.1168981797883076,0.0595036444846045,-0.0176000609223184,0.2732483593040499,-0.6349338759195629,-0.3081950138648742,-0.236647809740945,-0.0901106880436389,-0.2579137213858478,-0.1836496863165512,-0.3755947371274967,0.0774798982689533,-0.0652400210793382,0.1667796034971481,-0.0742209877433448,0.0095631302164619,0.6228706783849031,-0.2278776154876342,-1.2653797794445394,0.0360518680894609,-0.2054793317182898,0.4111644022276836,0.2170373412041828,-0.3259895954813276,0.2583742524896349,0.0311410171094492,-0.0528564765645659,0.377867884089794,-0.2239889881293762,0.155857932685044,0.0022089755933346,0.2859130859595214,0.140521989080119,-0.3859859009277938,0.0224874364349789,-0.0406339237916058,-0.2366583454491469,0.3205165399853232,-0.2550848690159802,-0.0388055486521991,0.0372661249207452,-0.4398737289929038,-0.2225469497624289,-0.0934259359692705,-0.2544467004355538,-0.1259787865166593,0.1668006907322723,-0.4918115240306102,0.1400137837388979,0.0317043522969255,-0.249781093720732,0.1329324731392226,-0.1931249672189134,-0.0520502918496214,-0.2740985365043132,0.1889947083930076,0.2030014469852588,-0.5645983732979873,0.2090517299047905,-0.0622090605532594,-0.3880519040406044,0.2786151142102744,-0.3693394127618429,Secret
Customer,Prenom,-0.1643503476617388,0.5614510829990825,0.2185176792383777,-0.346433435209223,0.0605587520634341,0.2641120284868627,-0.0104329637581969,-0.0248211976459527,-0.1430071650623983,0.0914979707130884,0.3503614034512806,-0.3878737199860272,-0.0272032378245973,0.2520119928206091,0.3078328309658104,-0.1171657720667225,0.1846642484000376,-0.0917558443065377,-0.5046749154338044,0.4593650780272075,0.1119712008240753,0.0173041629667614,0.2765157401634603,0.4954342438422672,0.2884013134722021,0.3198632420129473,-0.0666798457712809,-0.3172245283581517,0.0764784137456516,-0.1802072068152626,-0.0389825950369858,0.3952774948333469,-0.3673244974141016,-0.1803769382550256,-0.2353105647056785,0.1537365825951536,0.3677897426347569,0.1160407359267796,0.0590671874345951,-0.0174709651209322,0.2712440926098882,-0.6302766592257764,-0.305934414741171,-0.2349120067355102,-0.0894497294516318,-0.256021933698421,-0.1823026226027379,-0.3728397635055346,0.0769115860567116,-0.0647614879173871,0.1655562812221079,-0.0736765795202884,0.0094929850070502,0.6183019448026177,-0.2262061415354022,-1.256098265169885,0.0357874289592204,-0.2039721483560529,0.4081485264167226,0.2154453802662548,-0.3235984737540807,0.2564790868234518,0.0309125988910425,-0.0524687762474663,0.3750962370182308,-0.2223460371162023,0.1547147204648603,0.0021927728383713,0.2838159239598183,0.1394912654438345,-0.3831547085004506,0.0223224919134509,-0.0403358754508361,-0.2349224651646789,0.3181655629194161,-0.2532138308569388,-0.0385209113760216,0.0369927792611798,-0.4366472713230291,-0.22091457604779,-0.0927406601553149,-0.2525803432196452,-0.1250547367378085,0.1655772137831359,-0.4882041045389432,0.1389867877701529,0.0314718020355788,-0.2479489585589663,0.1319574183240205,-0.1917084026671855,-0.0516685048678393,-0.2720880337915677,0.1876084391382912,0.2015124388166628,-0.5604570649363884,0.2075183431328727,-0.0617527593756071,-0.3852055575561989,0.2765714825657003,-0.36663032171469,Secret
Customer,Genre,-0.1663843866179485,0.568399735016398,0.2212221059616249,-0.3507209777241886,0.0613082415691696,0.2673807417107101,-0.0105620845967885,-0.0251283906861254,-0.1447770557191112,0.0926303713407256,0.3546975594345886,-0.3926741373125869,-0.0275399115600503,0.2551309531277949,0.3116426432302387,-0.1186158435031919,0.1869496970188499,-0.0928914364390444,-0.5109208921099654,0.4650502893889304,0.1133569830124921,0.0175183233995184,0.2799379646704338,0.5015658557710081,0.2919706366587393,0.3238219455032065,-0.0675050913872621,-0.3211505745011981,0.0774249287672562,-0.1824374940283227,-0.0394650528963544,0.4001695430367299,-0.3718705926791276,-0.1826093261047165,-0.2382228241698576,0.1556392630728164,0.3723415958851871,0.1174768836486457,0.059798216982053,-0.0176871899367854,0.2746010739540699,-0.6380771129290657,-0.3097207317552944,-0.2378193335515437,-0.0905567805587065,-0.2591905219867678,-0.1845588431795044,-0.3774541170142664,0.0778634621217699,-0.0655629914807211,0.1676052450986191,-0.0745884183757376,0.0096104724452563,0.6259541965947293,-0.2290057224949988,-1.271644035778423,0.0362303426839632,-0.2064965561327367,0.4131998695654444,0.2181117834873718,-0.327603405359948,0.2596533329475044,0.0312951805604861,-0.053118142290133,0.3797385171793475,-0.2250978445062542,0.1566295066092274,0.0022199111160739,0.2873284972761527,0.1412176424914067,-0.3878967222195155,0.0225987603777263,-0.0408350818301781,-0.237829921416717,0.322103255529805,-0.2563476653972474,-0.0389976553286951,0.0374506106876795,-0.4420513217106904,-0.2236486673355102,-0.0938884406027817,-0.2557063375664229,-0.1266024438756527,0.1676264367259965,-0.4942462345456133,0.1407069212821598,0.0318613045360192,-0.2510176337886565,0.1335905546894168,-0.1940810314130665,-0.0523079665617482,-0.2754554599523544,0.1899303257612898,0.2040064046436017,-0.5673934147499575,0.2100866394587746,-0.0625170261995627,-0.3899729530705084,0.2799943969538896,-0.3711678256963075,Secret
Customer,Date_de_Naissance,-0.1663843866179485,0.568399735016398,0.2212221059616249,-0.3507209777241886,0.0613082415691696,0.2673807417107101,-0.0105620845967885,-0.0251283906861254,-0.1447770557191112,0.0926303713407256,0.3546975594345886,-0.3926741373125869,-0.0275399115600503,0.2551309531277949,0.3116426432302387,-0.1186158435031919,0.1869496970188499,-0.0928914364390444,-0.5109208921099654,0.4650502893889304,0.1133569830124921,0.0175183233995184,0.2799379646704338,0.5015658557710081,0.2919706366587393,0.3238219455032065,-0.0675050913872621,-0.3211505745011981,0.0774249287672562,-0.1824374940283227,-0.0394650528963544,0.4001695430367299,-0.3718705926791276,-0.1826093261047165,-0.2382228241698576,0.1556392630728164,0.3723415958851871,0.1174768836486457,0.059798216982053,-0.0176871899367854,0.2746010739540699,-0.6380771129290657,-0.3097207317552944,-0.2378193335515437,-0.0905567805587065,-0.2591905219867678,-0.1845588431795044,-0.3774541170142664,0.0778634621217699,-0.0655629914807211,0.1676052450986191,-0.0745884183757376,0.0096104724452563,0.6259541965947293,-0.2290057224949988,-1.271644035778423,0.0362303426839632,-0.2064965561327367,0.4131998695654444,0.2181117834873718,-0.327603405359948,0.2596533329475044,0.0312951805604861,-0.053118142290133,0.3797385171793475,-0.2250978445062542,0.1566295066092274,0.0022199111160739,0.2873284972761527,0.1412176424914067,-0.3878967222195155,0.0225987603777263,-0.0408350818301781,-0.237829921416717,0.322103255529805,-0.2563476653972474,-0.0389976553286951,0.0374506106876795,-0.4420513217106904,-0.2236486673355102,-0.0938884406027817,-0.2557063375664229,-0.1266024438756527,0.1676264367259965,-0.4942462345456133,0.1407069212821598,0.0318613045360192,-0.2510176337886565,0.1335905546894168,-0.1940810314130665,-0.0523079665617482,-0.2754554599523544,0.1899303257612898,0.2040064046436017,-0.5673934147499575,0.2100866394587746,-0.0625170261995627,-0.3899729530705084,0.2799943969538896,-0.3711678256963075,Secret
Customer,Adresse,-0.0576594240817865,0.1893652191064372,0.0934200420557895,-0.1365678877828479,0.0485548812519369,0.0986979860518074,0.0045129198774049,0.0101087935484103,-0.0441370947237428,0.0253077884447605,0.1307871909899132,-0.1661164793601305,-0.0054852628705353,0.0989730206706712,0.1299255006173554,-0.0655829870445098,0.0777483528437205,-0.0400450894816405,-0.2018210107275461,0.1776779587479496,0.0598591261985652,0.0140853945208205,0.133414543145981,0.195191332326902,0.1166848442157194,0.1242683822812928,-0.0319866336163642,-0.1345294325556305,0.0268403668345894,-0.0679296257896958,-0.0293130512866005,0.1371061721897368,-0.1406581335674936,-0.066134550380018,-0.0857686497391333,0.0632622106888583,0.1611599272707304,0.056864801335355,0.0289053949341494,-0.019593266284405,0.0869913282365037,-0.2471091270497418,-0.1020886286295564,-0.1125313882971579,-0.0373358879817575,-0.0950457116109441,-0.0479148112826156,-0.1570269527988304,0.0149792596609185,-0.0456139844737016,0.0535307602696563,-0.0310586074853004,0.0027918869276596,0.2626089544914593,-0.1039665863740818,-0.5663036133337548,0.0039019695749805,-0.069367749959914,0.1863920801812142,0.121839957664655,-0.1201488582644166,0.093044508485948,0.0131899260915024,-0.0200231260443604,0.1604146063929153,-0.0900215139088736,0.0888009973015943,0.0240622285892751,0.1291739390996825,0.0635518838818435,-0.1324498861990141,-0.0010783096637731,-0.0175698946563237,-0.1070530568783629,0.1219366212884247,-0.0834089949562474,-0.0191225258787,0.0252456299219986,-0.2031658905587565,-0.087807800522677,0.0086551011621496,-0.0957639613010767,-0.0686726319962066,0.0579767310857367,-0.2154519956625409,0.0389706169618269,0.0097420448556023,-0.0887923501265775,0.0529268156600991,-0.0894714675926007,-0.0051391400276551,-0.1280257476014207,0.0821483534528931,0.09802607231051,-0.2385049433073151,0.1032945901272579,-0.0445701693617497,-0.17273954410318,0.1123328261843351,-0.1240847516431455,Secret
Customer,Telephone,-0.1663843866179485,0.568399735016398,0.2212221059616249,-0.3507209777241886,0.0613082415691696,0.2673807417107101,-0.0105620845967885,-0.0251283906861254,-0.1447770557191112,0.0926303713407256,0.3546975594345886,-0.3926741373125869,-0.0275399115600503,0.2551309531277949,0.3116426432302387,-0.1186158435031919,0.1869496970188499,-0.0928914364390444,-0.5109208921099654,0.4650502893889304,0.1133569830124921,0.0175183233995184,0.2799379646704338,0.5015658557710081,0.2919706366587393,0.3238219455032065,-0.0675050913872621,-0.3211505745011981,0.0774249287672562,-0.1824374940283227,-0.0394650528963544,0.4001695430367299,-0.3718705926791276,-0.1826093261047165,-0.2382228241698576,0.1556392630728164,0.3723415958851871,0.1174768836486457,0.059798216982053,-0.0176871899367854,0.2746010739540699,-0.6380771129290657,-0.3097207317552944,-0.2378193335515437,-0.0905567805587065,-0.2591905219867678,-0.1845588431795044,-0.3774541170142664,0.0778634621217699,-0.0655629914807211,0.1676052450986191,-0.0745884183757376,0.0096104724452563,0.6259541965947293,-0.2290057224949988,-1.271644035778423,0.0362303426839632,-0.2064965561327367,0.4131998695654444,0.2181117834873718,-0.327603405359948,0.2596533329475044,0.0312951805604861,-0.053118142290133,0.3797385171793475,-0.2250978445062542,0.1566295066092274,0.0022199111160739,0.2873284972761527,0.1412176424914067,-0.3878967222195155,0.0225987603777263,-0.0408350818301781,-0.237829921416717,0.322103255529805,-0.2563476653972474,-0.0389976553286951,0.0374506106876795,-0.4420513217106904,-0.2236486673355102,-0.0938884406027817,-0.2557063375664229,-0.1266024438756527,0.1676264367259965,-0.4942462345456133,0.1407069212821598,0.0318613045360192,-0.2510176337886565,0.1335905546894168,-0.1940810314130665,-0.0523079665617482,-0.2754554599523544,0.1899303257612898,0.2040064046436017,-0.5673934147499575,0.2100866394587746,-0.0625170261995627,-0.3899729530705084,0.2799943969538896,-0.3711678256963075,Secret
Customer,CIN,-0.1663843866179485,0.568399735016398,0.2212221059616249,-0.3507209777241886,0.0613082415691696,0.2673807417107101,-0.0105620845967885,-0.0251283906861254,-0.1447770557191112,0.0926303713407256,0.3546975594345886,-0.3926741373125869,-0.0275399115600503,0.2551309531277949,0.3116426432302387,-0.1186158435031919,0.1869496970188499,-0.0928914364390444,-0.5109208921099654,0.4650502893889304,0.1133569830124921,0.0175183233995184,0.2799379646704338,0.5015658557710081,0.2919706366587393,0.3238219455032065,-0.0675050913872621,-0.3211505745011981,0.0774249287672562,-0.1824374940283227,-0.0394650528963544,0.4001695430367299,-0.3718705926791276,-0.1826093261047165,-0.2382228241698576,0.1556392630728164,0.3723415958851871,0.1174768836486457,0.059798216982053,-0.0176871899367854,0.2746010739540699,-0.6380771129290657,-0.3097207317552944,-0.2378193335515437,-0.0905567805587065,-0.2591905219867678,-0.1845588431795044,-0.3774541170142664,0.0778634621217699,-0.0655629914807211,0.1676052450986191,-0.0745884183757376,0.0096104724452563,0.6259541965947293,-0.2290057224949988,-1.271644035778423,0.0362303426839632,-0.2064965561327367,0.4131998695654444,0.2181117834873718,-0.327603405359948,0.2596533329475044,0.0312951805604861,-0.053118142290133,0.3797385171793475,-0.2250978445062542,0.1566295066092274,0.0022199111160739,0.2873284972761527,0.1412176424914067,-0.3878967222195155,0.0225987603777263,-0.0408350818301781,-0.237829921416717,0.322103255529805,-0.2563476653972474,-0.0389976553286951,0.0374506106876795,-0.4420513217106904,-0.2236486673355102,-0.0938884406027817,-0.2557063375664229,-0.1266024438756527,0.1676264367259965,-0.4942462345456133,0.1407069212821598,0.0318613045360192,-0.2510176337886565,0.1335905546894168,-0.1940810314130665,-0.0523079665617482,-0.2754554599523544,0.1899303257612898,0.2040064046436017,-0.5673934147499575,0.2100866394587746,-0.0625170261995627,-0.3899729530705084,0.2799943969538896,-0.3711678256963075,Secret
Customer,flag_MRE,-0.1663843866179485,0.568399735016398,0.2212221059616249,-0.3507209777241886,0.0613082415691696,0.2673807417107101,-0.0105620845967885,-0.0251283906861254,-0.1447770557191112,0.0926303713407256,0.3546975594345886,-0.3926741373125869,-0.0275399115600503,0.2551309531277949,0.3116426432302387,-0.1186158435031919,0.1869496970188499,-0.0928914364390444,-0.5109208921099654,0.4650502893889304,0.1133569830124921,0.0175183233995184,0.2799379646704338,0.5015658557710081,0.2919706366587393,0.3238219455032065,-0.0675050913872621,-0.3211505745011981,0.0774249287672562,-0.1824374940283227,-0.0394650528963544,0.4001695430367299,-0.3718705926791276,-0.1826093261047165,-0.2382228241698576,0.1556392630728164,0.3723415958851871,0.1174768836486457,0.059798216982053,-0.0176871899367854,0.2746010739540699,-0.6380771129290657,-0.3097207317552944,-0.2378193335515437,-0.0905567805587065,-0.2591905219867678,-0.1845588431795044,-0.3774541170142664,0.0778634621217699,-0.0655629914807211,0.1676052450986191,-0.0745884183757376,0.0096104724452563,0.6259541965947293,-0.2290057224949988,-1.271644035778423,0.0362303426839632,-0.2064965561327367,0.4131998695654444,0.2181117834873718,-0.327603405359948,0.2596533329475044,0.0312951805604861,-0.053118142290133,0.3797385171793475,-0.2250978445062542,0.1566295066092274,0.0022199111160739,0.2873284972761527,0.1412176424914067,-0.3878967222195155,0.0225987603777263,-0.0408350818301781,-0.237829921416717,0.322103255529805,-0.2563476653972474,-0.0389976553286951,0.0374506106876795,-0.4420513217106904,-0.2236486673355102,-0.0938884406027817,-0.2557063375664229,-0.1266024438756527,0.1676264367259965,-0.4942462345456133,0.1407069212821598,0.0318613045360192,-0.2510176337886565,0.1335905546894168,-0.1940810314130665,-0.0523079665617482,-0.2754554599523544,0.1899303257612898,0.2040064046436017,-0.5673934147499575,0.2100866394587746,-0.0625170261995627,-0.3899729530705084,0.2799943969538896,-0.3711678256963075,Confidentiel
Customer,flag_contencieux,-0.1663843866179485,0.568399735016398,0.2212221059616249,-0.3507209777241886,0.0613082415691696,0.2673807417107101,-0.0105620845967885,-0.0251283906861254,-0.1447770557191112,0.0926303713407256,0.3546975594345886,-0.3926741373125869,-0.0275399115600503,0.2551309531277949,0.3116426432302387,-0.1186158435031919,0.1869496970188499,-0.0928914364390444,-0.5109208921099654,0.4650502893889304,0.1133569830124921,0.0175183233995184,0.2799379646704338,0.5015658557710081,0.2919706366587393,0.3238219455032065,-0.0675050913872621,-0.3211505745011981,0.0774249287672562,-0.1824374940283227,-0.0394650528963544,0.4001695430367299,-0.3718705926791276,-0.1826093261047165,-0.2382228241698576,0.1556392630728164,0.3723415958851871,0.1174768836486457,0.059798216982053,-0.0176871899367854,0.2746010739540699,-0.6380771129290657,-0.3097207317552944,-0.2378193335515437,-0.0905567805587065,-0.2591905219867678,-0.1845588431795044,-0.3774541170142664,0.0778634621217699,-0.0655629914807211,0.1676052450986191,-0.0745884183757376,0.0096104724452563,0.6259541965947293,-0.2290057224949988,-1.271644035778423,0.0362303426839632,-0.2064965561327367,0.4131998695654444,0.2181117834873718,-0.327603405359948,0.2596533329475044,0.0312951805604861,-0.053118142290133,0.3797385171793475,-0.2250978445062542,0.1566295066092274,0.0022199111160739,0.2873284972761527,0.1412176424914067,-0.3878967222195155,0.0225987603777263,-0.0408350818301781,-0.237829921416717,0.322103255529805,-0.2563476653972474,-0.0389976553286951,0.0374506106876795,-0.4420513217106904,-0.2236486673355102,-0.0938884406027817,-0.2557063375664229,-0.1266024438756527,0.1676264367259965,-0.4942462345456133,0.1407069212821598,0.0318613045360192,-0.2510176337886565,0.1335905546894168,-0.1940810314130665,-0.0523079665617482,-0.2754554599523544,0.1899303257612898,0.2040064046436017,-0.5673934147499575,0.2100866394587746,-0.0625170261995627,-0.3899729530705084,0.2799943969538896,-0.3711678256963075,Confidentiel
